timestamp, utilization,threshold, sampling_rate , execution_time
20251108_213745, 10, 20000, 75, 345
20251108_213746, 10, 20000, 75, 344
20251108_213746, 10, 20000, 75, 346
20251108_213746, 10, 20000, 75, 348
20251108_213747, 10, 20000, 75, 350
20251108_213747, 10, 20000, 75, 346
20251108_213747, 10, 20000, 75, 344
20251108_213748, 10, 20000, 75, 344
20251108_213748, 10, 20000, 75, 342
20251108_213749, 10, 20000, 80, 342
20251108_213749, 10, 20000, 80, 345
20251108_213749, 10, 20000, 80, 348
20251108_213750, 10, 20000, 80, 345
20251108_213750, 10, 20000, 80, 341
20251108_213750, 10, 20000, 80, 344
20251108_213751, 10, 20000, 80, 344
20251108_213751, 10, 20000, 80, 346
20251108_213751, 10, 20000, 80, 344
20251108_213752, 10, 20000, 80, 346
20251108_213752, 10, 20000, 85, 346
20251108_213752, 10, 20000, 85, 344
20251108_213753, 10, 20000, 85, 343
20251108_213753, 10, 20000, 85, 345
20251108_213753, 10, 20000, 85, 342
20251108_213754, 10, 20000, 85, 342
20251108_213754, 10, 20000, 85, 345
20251108_213754, 10, 20000, 85, 344
20251108_213755, 10, 20000, 85, 349
20251108_213755, 10, 20000, 85, 344
20251108_213756, 10, 20000, 90, 343
20251108_213756, 10, 20000, 90, 344
20251108_213756, 10, 20000, 90, 344
20251108_213757, 10, 20000, 90, 343
20251108_213757, 10, 20000, 90, 343
20251108_213757, 10, 20000, 90, 346
20251108_213758, 10, 20000, 90, 346
20251108_213758, 10, 20000, 90, 344
20251108_213758, 10, 20000, 90, 343
20251108_213759, 10, 20000, 90, 348
20251108_213759, 10, 20000, 95, 341
20251108_213759, 10, 20000, 95, 346
20251108_213800, 10, 20000, 95, 344
20251108_213800, 10, 20000, 95, 344
20251108_213800, 10, 20000, 95, 345
20251108_213801, 10, 20000, 95, 346
20251108_213801, 10, 20000, 95, 345
20251108_213801, 10, 20000, 95, 344
20251108_213802, 10, 20000, 95, 343
20251108_213802, 10, 20000, 95, 343
20251108_213803, 10, 30000, 75, 344
20251108_213803, 10, 30000, 75, 344
20251108_213803, 10, 30000, 75, 346
20251108_213804, 10, 30000, 75, 346
20251108_213804, 10, 30000, 75, 345
20251108_213804, 10, 30000, 75, 345
20251108_213805, 10, 30000, 75, 342
20251108_213805, 10, 30000, 75, 344
20251108_213805, 10, 30000, 75, 347
20251108_213806, 10, 30000, 75, 348
20251108_213806, 10, 30000, 80, 338
20251108_213806, 10, 30000, 80, 347
20251108_213807, 10, 30000, 80, 343
20251108_213807, 10, 30000, 80, 346
20251108_213807, 10, 30000, 80, 343
20251108_213808, 10, 30000, 80, 346
20251108_213808, 10, 30000, 80, 344
20251108_213808, 10, 30000, 80, 343
20251108_213809, 10, 30000, 80, 346
20251108_213809, 10, 30000, 80, 347
20251108_213810, 10, 30000, 85, 343
20251108_213810, 10, 30000, 85, 344
20251108_213810, 10, 30000, 85, 346
20251108_213811, 10, 30000, 85, 344
20251108_213811, 10, 30000, 85, 344
20251108_213811, 10, 30000, 85, 346
20251108_213812, 10, 30000, 85, 348
20251108_213812, 10, 30000, 85, 344
20251108_213812, 10, 30000, 85, 346
20251108_213813, 10, 30000, 85, 346
20251108_213813, 10, 30000, 90, 342
20251108_213813, 10, 30000, 90, 345
20251108_213814, 10, 30000, 90, 346
20251108_213814, 10, 30000, 90, 344
20251108_213814, 10, 30000, 90, 344
20251108_213815, 10, 30000, 90, 346
20251108_213815, 10, 30000, 90, 347
20251108_213816, 10, 30000, 90, 342
20251108_213816, 10, 30000, 90, 345
20251108_213816, 10, 30000, 90, 344
20251108_213817, 10, 30000, 95, 341
20251108_213817, 10, 30000, 95, 346
20251108_213817, 10, 30000, 95, 347
20251108_213818, 10, 30000, 95, 344
20251108_213818, 10, 30000, 95, 343
20251108_213818, 10, 30000, 95, 343
20251108_213819, 10, 30000, 95, 343
20251108_213819, 10, 30000, 95, 345
20251108_213819, 10, 30000, 95, 345
20251108_213820, 10, 30000, 95, 344
20251108_213820, 10, 40000, 75, 342
20251108_213820, 10, 40000, 75, 347
20251108_213821, 10, 40000, 75, 345
20251108_213821, 10, 40000, 75, 343
20251108_213821, 10, 40000, 75, 352
20251108_213822, 10, 40000, 75, 342
20251108_213822, 10, 40000, 75, 345
20251108_213823, 10, 40000, 75, 345
20251108_213823, 10, 40000, 75, 345
20251108_213823, 10, 40000, 75, 345
20251108_213824, 10, 40000, 80, 341
20251108_213824, 10, 40000, 80, 342
20251108_213824, 10, 40000, 80, 342
20251108_213825, 10, 40000, 80, 345
20251108_213825, 10, 40000, 80, 345
20251108_213825, 10, 40000, 80, 345
20251108_213826, 10, 40000, 80, 342
20251108_213826, 10, 40000, 80, 343
20251108_213826, 10, 40000, 80, 344
20251108_213827, 10, 40000, 80, 343
20251108_213827, 10, 40000, 85, 347
20251108_213827, 10, 40000, 85, 343
20251108_213828, 10, 40000, 85, 345
20251108_213828, 10, 40000, 85, 345
20251108_213829, 10, 40000, 85, 343
20251108_213829, 10, 40000, 85, 344
20251108_213829, 10, 40000, 85, 343
20251108_213830, 10, 40000, 85, 343
20251108_213830, 10, 40000, 85, 344
20251108_213830, 10, 40000, 85, 344
20251108_213831, 10, 40000, 90, 340
20251108_213831, 10, 40000, 90, 345
20251108_213831, 10, 40000, 90, 342
20251108_213832, 10, 40000, 90, 345
20251108_213832, 10, 40000, 90, 343
20251108_213832, 10, 40000, 90, 344
20251108_213833, 10, 40000, 90, 346
20251108_213833, 10, 40000, 90, 349
20251108_213833, 10, 40000, 90, 348
20251108_213834, 10, 40000, 90, 346
20251108_213834, 10, 40000, 95, 343
20251108_213834, 10, 40000, 95, 351
20251108_213835, 10, 40000, 95, 345
20251108_213835, 10, 40000, 95, 343
20251108_213836, 10, 40000, 95, 345
20251108_213836, 10, 40000, 95, 346
20251108_213836, 10, 40000, 95, 344
20251108_213837, 10, 40000, 95, 346
20251108_213837, 10, 40000, 95, 346
20251108_213837, 10, 40000, 95, 344
20251108_213838, 10, 50000, 75, 340
20251108_213838, 10, 50000, 75, 348
20251108_213838, 10, 50000, 75, 343
20251108_213839, 10, 50000, 75, 347
20251108_213839, 10, 50000, 75, 344
20251108_213839, 10, 50000, 75, 342
20251108_213840, 10, 50000, 75, 346
20251108_213840, 10, 50000, 75, 347
20251108_213840, 10, 50000, 75, 347
20251108_213841, 10, 50000, 75, 343
20251108_213841, 10, 50000, 80, 340
20251108_213842, 10, 50000, 80, 347
20251108_213842, 10, 50000, 80, 348
20251108_213842, 10, 50000, 80, 343
20251108_213843, 10, 50000, 80, 344
20251108_213843, 10, 50000, 80, 342
20251108_213843, 10, 50000, 80, 346
20251108_213844, 10, 50000, 80, 344
20251108_213844, 10, 50000, 80, 343
20251108_213844, 10, 50000, 80, 346
20251108_213845, 10, 50000, 85, 346
20251108_213845, 10, 50000, 85, 344
20251108_213845, 10, 50000, 85, 343
20251108_213846, 10, 50000, 85, 347
20251108_213846, 10, 50000, 85, 344
20251108_213846, 10, 50000, 85, 351
20251108_213847, 10, 50000, 85, 346
20251108_213847, 10, 50000, 85, 345
20251108_213847, 10, 50000, 85, 346
20251108_213848, 10, 50000, 85, 344
20251108_213848, 10, 50000, 90, 338
20251108_213849, 10, 50000, 90, 346
20251108_213849, 10, 50000, 90, 345
20251108_213849, 10, 50000, 90, 345
20251108_213850, 10, 50000, 90, 346
20251108_213850, 10, 50000, 90, 343
20251108_213850, 10, 50000, 90, 345
20251108_213851, 10, 50000, 90, 346
20251108_213851, 10, 50000, 90, 344
20251108_213851, 10, 50000, 90, 344
20251108_213852, 10, 50000, 95, 343
20251108_213852, 10, 50000, 95, 343
20251108_213852, 10, 50000, 95, 346
20251108_213853, 10, 50000, 95, 341
20251108_213853, 10, 50000, 95, 342
20251108_213853, 10, 50000, 95, 345
20251108_213854, 10, 50000, 95, 348
20251108_213854, 10, 50000, 95, 342
20251108_213854, 10, 50000, 95, 343
20251108_213855, 10, 50000, 95, 342
20251108_213855, 10, 60000, 75, 345
20251108_213856, 10, 60000, 75, 347
20251108_213856, 10, 60000, 75, 344
20251108_213856, 10, 60000, 75, 344
20251108_213857, 10, 60000, 75, 354
20251108_213857, 10, 60000, 75, 345
20251108_213857, 10, 60000, 75, 346
20251108_213858, 10, 60000, 75, 345
20251108_213858, 10, 60000, 75, 343
20251108_213858, 10, 60000, 75, 342
20251108_213859, 10, 60000, 80, 342
20251108_213859, 10, 60000, 80, 343
20251108_213859, 10, 60000, 80, 344
20251108_213900, 10, 60000, 80, 347
20251108_213900, 10, 60000, 80, 345
20251108_213900, 10, 60000, 80, 345
20251108_213901, 10, 60000, 80, 348
20251108_213901, 10, 60000, 80, 344
20251108_213902, 10, 60000, 80, 347
20251108_213902, 10, 60000, 80, 350
20251108_213902, 10, 60000, 85, 345
20251108_213903, 10, 60000, 85, 342
20251108_213903, 10, 60000, 85, 346
20251108_213903, 10, 60000, 85, 346
20251108_213904, 10, 60000, 85, 343
20251108_213904, 10, 60000, 85, 344
20251108_213904, 10, 60000, 85, 342
20251108_213905, 10, 60000, 85, 341
20251108_213905, 10, 60000, 85, 345
20251108_213905, 10, 60000, 85, 343
20251108_213906, 10, 60000, 90, 343
20251108_213906, 10, 60000, 90, 343
20251108_213906, 10, 60000, 90, 343
20251108_213907, 10, 60000, 90, 353
20251108_213907, 10, 60000, 90, 345
20251108_213907, 10, 60000, 90, 346
20251108_213908, 10, 60000, 90, 345
20251108_213908, 10, 60000, 90, 346
20251108_213909, 10, 60000, 90, 345
20251108_213909, 10, 60000, 90, 345
20251108_213909, 10, 60000, 95, 345
20251108_213910, 10, 60000, 95, 342
20251108_213910, 10, 60000, 95, 342
20251108_213910, 10, 60000, 95, 347
20251108_213911, 10, 60000, 95, 343
20251108_213911, 10, 60000, 95, 342
20251108_213911, 10, 60000, 95, 346
20251108_213912, 10, 60000, 95, 343
20251108_213912, 10, 60000, 95, 347
20251108_213912, 10, 60000, 95, 346
20251108_213913, 10, 70000, 75, 341
20251108_213913, 10, 70000, 75, 345
20251108_213913, 10, 70000, 75, 343
20251108_213914, 10, 70000, 75, 344
20251108_213914, 10, 70000, 75, 345
20251108_213914, 10, 70000, 75, 345
20251108_213915, 10, 70000, 75, 344
20251108_213915, 10, 70000, 75, 343
20251108_213916, 10, 70000, 75, 344
20251108_213916, 10, 70000, 75, 345
20251108_213916, 10, 70000, 80, 341
20251108_213917, 10, 70000, 80, 342
20251108_213917, 10, 70000, 80, 339
20251108_213917, 10, 70000, 80, 347
20251108_213918, 10, 70000, 80, 343
20251108_213918, 10, 70000, 80, 344
20251108_213918, 10, 70000, 80, 345
20251108_213919, 10, 70000, 80, 344
20251108_213919, 10, 70000, 80, 346
20251108_213919, 10, 70000, 80, 346
20251108_213920, 10, 70000, 85, 344
20251108_213920, 10, 70000, 85, 346
20251108_213920, 10, 70000, 85, 345
20251108_213921, 10, 70000, 85, 346
20251108_213921, 10, 70000, 85, 345
20251108_213922, 10, 70000, 85, 343
20251108_213922, 10, 70000, 85, 345
20251108_213922, 10, 70000, 85, 352
20251108_213923, 10, 70000, 85, 346
20251108_213923, 10, 70000, 85, 343
20251108_213923, 10, 70000, 90, 344
20251108_213924, 10, 70000, 90, 341
20251108_213924, 10, 70000, 90, 345
20251108_213924, 10, 70000, 90, 343
20251108_213925, 10, 70000, 90, 345
20251108_213925, 10, 70000, 90, 344
20251108_213925, 10, 70000, 90, 342
20251108_213926, 10, 70000, 90, 343
20251108_213926, 10, 70000, 90, 344
20251108_213926, 10, 70000, 90, 343
20251108_213927, 10, 70000, 95, 342
20251108_213927, 10, 70000, 95, 344
20251108_213927, 10, 70000, 95, 345
20251108_213928, 10, 70000, 95, 343
20251108_213928, 10, 70000, 95, 345
20251108_213929, 10, 70000, 95, 346
20251108_213929, 10, 70000, 95, 346
20251108_213929, 10, 70000, 95, 344
20251108_213930, 10, 70000, 95, 345
20251108_213930, 10, 70000, 95, 345
20251108_213930, 10, 80000, 75, 346
20251108_213931, 10, 80000, 75, 348
20251108_213931, 10, 80000, 75, 345
20251108_213931, 10, 80000, 75, 346
20251108_213932, 10, 80000, 75, 344
20251108_213932, 10, 80000, 75, 345
20251108_213932, 10, 80000, 75, 344
20251108_213933, 10, 80000, 75, 347
20251108_213933, 10, 80000, 75, 344
20251108_213933, 10, 80000, 75, 347
20251108_213934, 10, 80000, 80, 341
20251108_213934, 10, 80000, 80, 345
20251108_213935, 10, 80000, 80, 344
20251108_213935, 10, 80000, 80, 345
20251108_213935, 10, 80000, 80, 345
20251108_213936, 10, 80000, 80, 344
20251108_213936, 10, 80000, 80, 347
20251108_213936, 10, 80000, 80, 343
20251108_213937, 10, 80000, 80, 346
20251108_213937, 10, 80000, 80, 349
20251108_213937, 10, 80000, 85, 343
20251108_213938, 10, 80000, 85, 345
20251108_213938, 10, 80000, 85, 346
20251108_213938, 10, 80000, 85, 346
20251108_213939, 10, 80000, 85, 344
20251108_213939, 10, 80000, 85, 342
20251108_213939, 10, 80000, 85, 343
20251108_213940, 10, 80000, 85, 342
20251108_213940, 10, 80000, 85, 344
20251108_213940, 10, 80000, 85, 343
20251108_213941, 10, 80000, 90, 344
20251108_213941, 10, 80000, 90, 344
20251108_213942, 10, 80000, 90, 344
20251108_213942, 10, 80000, 90, 344
20251108_213942, 10, 80000, 90, 345
20251108_213943, 10, 80000, 90, 343
20251108_213943, 10, 80000, 90, 346
20251108_213943, 10, 80000, 90, 344
20251108_213944, 10, 80000, 90, 343
20251108_213944, 10, 80000, 90, 345
20251108_213944, 10, 80000, 95, 338
20251108_213945, 10, 80000, 95, 345
20251108_213945, 10, 80000, 95, 345
20251108_213945, 10, 80000, 95, 345
20251108_213946, 10, 80000, 95, 345
20251108_213946, 10, 80000, 95, 346
20251108_213946, 10, 80000, 95, 344
20251108_213947, 10, 80000, 95, 351
20251108_213947, 10, 80000, 95, 343
20251108_213947, 10, 80000, 95, 344
20251108_213948, 10, 90000, 75, 341
20251108_213948, 10, 90000, 75, 346
20251108_213949, 10, 90000, 75, 345
20251108_213949, 10, 90000, 75, 342
20251108_213949, 10, 90000, 75, 347
20251108_213950, 10, 90000, 75, 345
20251108_213950, 10, 90000, 75, 340
20251108_213950, 10, 90000, 75, 344
20251108_213951, 10, 90000, 75, 344
20251108_213951, 10, 90000, 75, 347
20251108_213951, 10, 90000, 80, 341
20251108_213952, 10, 90000, 80, 345
20251108_213952, 10, 90000, 80, 344
20251108_213952, 10, 90000, 80, 342
20251108_213953, 10, 90000, 80, 343
20251108_213953, 10, 90000, 80, 343
20251108_213953, 10, 90000, 80, 342
20251108_213954, 10, 90000, 80, 343
20251108_213954, 10, 90000, 80, 343
20251108_213954, 10, 90000, 80, 343
20251108_213955, 10, 90000, 85, 337
20251108_213955, 10, 90000, 85, 344
20251108_213956, 10, 90000, 85, 343
20251108_213956, 10, 90000, 85, 343
20251108_213956, 10, 90000, 85, 342
20251108_213957, 10, 90000, 85, 343
20251108_213957, 10, 90000, 85, 346
20251108_213957, 10, 90000, 85, 345
20251108_213958, 10, 90000, 85, 346
20251108_213958, 10, 90000, 85, 341
20251108_213958, 10, 90000, 90, 341
20251108_213959, 10, 90000, 90, 346
20251108_213959, 10, 90000, 90, 345
20251108_213959, 10, 90000, 90, 348
20251108_214000, 10, 90000, 90, 344
20251108_214000, 10, 90000, 90, 345
20251108_214000, 10, 90000, 90, 344
20251108_214001, 10, 90000, 90, 349
20251108_214001, 10, 90000, 90, 349
20251108_214001, 10, 90000, 90, 345
20251108_214002, 10, 90000, 95, 345
20251108_214002, 10, 90000, 95, 345
20251108_214003, 10, 90000, 95, 346
20251108_214003, 10, 90000, 95, 343
20251108_214003, 10, 90000, 95, 346
20251108_214004, 10, 90000, 95, 347
20251108_214004, 10, 90000, 95, 346
20251108_214004, 10, 90000, 95, 346
20251108_214005, 10, 90000, 95, 347
20251108_214005, 10, 90000, 95, 346
20251108_214005, 10, 100000, 75, 343
20251108_214006, 10, 100000, 75, 345
20251108_214006, 10, 100000, 75, 348
20251108_214006, 10, 100000, 75, 343
20251108_214007, 10, 100000, 75, 345
20251108_214007, 10, 100000, 75, 344
20251108_214007, 10, 100000, 75, 347
20251108_214008, 10, 100000, 75, 345
20251108_214008, 10, 100000, 75, 344
20251108_214009, 10, 100000, 75, 345
20251108_214009, 10, 100000, 80, 347
20251108_214009, 10, 100000, 80, 345
20251108_214010, 10, 100000, 80, 346
20251108_214010, 10, 100000, 80, 344
20251108_214010, 10, 100000, 80, 345
20251108_214011, 10, 100000, 80, 344
20251108_214011, 10, 100000, 80, 349
20251108_214011, 10, 100000, 80, 345
20251108_214012, 10, 100000, 80, 346
20251108_214012, 10, 100000, 80, 344
20251108_214012, 10, 100000, 85, 344
20251108_214013, 10, 100000, 85, 342
20251108_214013, 10, 100000, 85, 346
20251108_214013, 10, 100000, 85, 347
20251108_214014, 10, 100000, 85, 347
20251108_214014, 10, 100000, 85, 343
20251108_214015, 10, 100000, 85, 348
20251108_214015, 10, 100000, 85, 344
20251108_214015, 10, 100000, 85, 347
20251108_214016, 10, 100000, 85, 345
20251108_214016, 10, 100000, 90, 339
20251108_214016, 10, 100000, 90, 343
20251108_214017, 10, 100000, 90, 343
20251108_214017, 10, 100000, 90, 346
20251108_214017, 10, 100000, 90, 342
20251108_214018, 10, 100000, 90, 344
20251108_214018, 10, 100000, 90, 345
20251108_214018, 10, 100000, 90, 346
20251108_214019, 10, 100000, 90, 346
20251108_214019, 10, 100000, 90, 344
20251108_214019, 10, 100000, 95, 340
20251108_214020, 10, 100000, 95, 345
20251108_214020, 10, 100000, 95, 342
20251108_214020, 10, 100000, 95, 347
20251108_214021, 10, 100000, 95, 345
20251108_214021, 10, 100000, 95, 345
20251108_214022, 10, 100000, 95, 343
20251108_214022, 10, 100000, 95, 345
20251108_214022, 10, 100000, 95, 346
20251108_214023, 10, 100000, 95, 344
20251108_214023, 20, 10000, 75, 377
20251108_214023, 20, 10000, 75, 381
20251108_214024, 20, 10000, 75, 380
20251108_214024, 20, 10000, 75, 383
20251108_214025, 20, 10000, 75, 381
20251108_214025, 20, 10000, 75, 381
20251108_214025, 20, 10000, 75, 382
20251108_214026, 20, 10000, 75, 380
20251108_214026, 20, 10000, 75, 382
20251108_214026, 20, 10000, 75, 387
20251108_214027, 20, 10000, 80, 377
20251108_214027, 20, 10000, 80, 383
20251108_214028, 20, 10000, 80, 383
20251108_214028, 20, 10000, 80, 383
20251108_214028, 20, 10000, 80, 380
20251108_214029, 20, 10000, 80, 385
20251108_214029, 20, 10000, 80, 382
20251108_214030, 20, 10000, 80, 384
20251108_214030, 20, 10000, 80, 384
20251108_214030, 20, 10000, 80, 381
20251108_214031, 20, 10000, 85, 380
20251108_214031, 20, 10000, 85, 383
20251108_214031, 20, 10000, 85, 382
20251108_214032, 20, 10000, 85, 381
20251108_214032, 20, 10000, 85, 383
20251108_214033, 20, 10000, 85, 383
20251108_214033, 20, 10000, 85, 382
20251108_214033, 20, 10000, 85, 381
20251108_214034, 20, 10000, 85, 381
20251108_214034, 20, 10000, 85, 382
20251108_214035, 20, 10000, 90, 382
20251108_214035, 20, 10000, 90, 381
20251108_214035, 20, 10000, 90, 382
20251108_214036, 20, 10000, 90, 380
20251108_214036, 20, 10000, 90, 380
20251108_214037, 20, 10000, 90, 382
20251108_214037, 20, 10000, 90, 382
20251108_214037, 20, 10000, 90, 384
20251108_214038, 20, 10000, 90, 382
20251108_214038, 20, 10000, 90, 383
20251108_214038, 20, 10000, 95, 381
20251108_214039, 20, 10000, 95, 379
20251108_214039, 20, 10000, 95, 381
20251108_214040, 20, 10000, 95, 382
20251108_214040, 20, 10000, 95, 383
20251108_214040, 20, 10000, 95, 383
20251108_214041, 20, 10000, 95, 381
20251108_214041, 20, 10000, 95, 384
20251108_214042, 20, 10000, 95, 383
20251108_214042, 20, 10000, 95, 386
20251108_214042, 20, 20000, 75, 383
20251108_214043, 20, 20000, 75, 383
20251108_214043, 20, 20000, 75, 385
20251108_214044, 20, 20000, 75, 381
20251108_214044, 20, 20000, 75, 384
20251108_214044, 20, 20000, 75, 384
20251108_214045, 20, 20000, 75, 385
20251108_214045, 20, 20000, 75, 385
20251108_214045, 20, 20000, 75, 386
20251108_214046, 20, 20000, 75, 382
20251108_214046, 20, 20000, 80, 390
20251108_214047, 20, 20000, 80, 382
20251108_214047, 20, 20000, 80, 383
20251108_214047, 20, 20000, 80, 380
20251108_214048, 20, 20000, 80, 382
20251108_214048, 20, 20000, 80, 383
20251108_214049, 20, 20000, 80, 383
20251108_214049, 20, 20000, 80, 383
20251108_214049, 20, 20000, 80, 382
20251108_214050, 20, 20000, 80, 384
20251108_214050, 20, 20000, 85, 378
20251108_214051, 20, 20000, 85, 382
20251108_214051, 20, 20000, 85, 386
20251108_214051, 20, 20000, 85, 389
20251108_214052, 20, 20000, 85, 384
20251108_214052, 20, 20000, 85, 380
20251108_214052, 20, 20000, 85, 381
20251108_214053, 20, 20000, 85, 384
20251108_214053, 20, 20000, 85, 383
20251108_214054, 20, 20000, 85, 381
20251108_214054, 20, 20000, 90, 382
20251108_214054, 20, 20000, 90, 382
20251108_214055, 20, 20000, 90, 385
20251108_214055, 20, 20000, 90, 384
20251108_214056, 20, 20000, 90, 383
20251108_214056, 20, 20000, 90, 383
20251108_214056, 20, 20000, 90, 382
20251108_214057, 20, 20000, 90, 379
20251108_214057, 20, 20000, 90, 384
20251108_214058, 20, 20000, 90, 383
20251108_214058, 20, 20000, 95, 381
20251108_214058, 20, 20000, 95, 385
20251108_214059, 20, 20000, 95, 383
20251108_214059, 20, 20000, 95, 383
20251108_214059, 20, 20000, 95, 386
20251108_214100, 20, 20000, 95, 382
20251108_214100, 20, 20000, 95, 386
20251108_214101, 20, 20000, 95, 384
20251108_214101, 20, 20000, 95, 384
20251108_214101, 20, 20000, 95, 383
20251108_214102, 20, 30000, 75, 382
20251108_214102, 20, 30000, 75, 386
20251108_214103, 20, 30000, 75, 384
20251108_214103, 20, 30000, 75, 387
20251108_214103, 20, 30000, 75, 386
20251108_214104, 20, 30000, 75, 384
20251108_214104, 20, 30000, 75, 384
20251108_214105, 20, 30000, 75, 381
20251108_214105, 20, 30000, 75, 385
20251108_214105, 20, 30000, 75, 382
20251108_214106, 20, 30000, 80, 387
20251108_214106, 20, 30000, 80, 386
20251108_214107, 20, 30000, 80, 383
20251108_214107, 20, 30000, 80, 386
20251108_214107, 20, 30000, 80, 382
20251108_214108, 20, 30000, 80, 384
20251108_214108, 20, 30000, 80, 384
20251108_214108, 20, 30000, 80, 384
20251108_214109, 20, 30000, 80, 385
20251108_214109, 20, 30000, 80, 383
20251108_214110, 20, 30000, 85, 384
20251108_214110, 20, 30000, 85, 384
20251108_214110, 20, 30000, 85, 383
20251108_214111, 20, 30000, 85, 383
20251108_214111, 20, 30000, 85, 384
20251108_214112, 20, 30000, 85, 385
20251108_214112, 20, 30000, 85, 385
20251108_214112, 20, 30000, 85, 386
20251108_214113, 20, 30000, 85, 383
20251108_214113, 20, 30000, 85, 386
20251108_214114, 20, 30000, 90, 387
20251108_214114, 20, 30000, 90, 385
20251108_214114, 20, 30000, 90, 384
20251108_214115, 20, 30000, 90, 385
20251108_214115, 20, 30000, 90, 384
20251108_214116, 20, 30000, 90, 381
20251108_214116, 20, 30000, 90, 382
20251108_214116, 20, 30000, 90, 385
20251108_214117, 20, 30000, 90, 384
20251108_214117, 20, 30000, 90, 385
20251108_214117, 20, 30000, 95, 379
20251108_214118, 20, 30000, 95, 384
20251108_214118, 20, 30000, 95, 381
20251108_214119, 20, 30000, 95, 383
20251108_214119, 20, 30000, 95, 386
20251108_214119, 20, 30000, 95, 382
20251108_214120, 20, 30000, 95, 384
20251108_214120, 20, 30000, 95, 384
20251108_214121, 20, 30000, 95, 383
20251108_214121, 20, 30000, 95, 387
20251108_214121, 20, 40000, 75, 385
20251108_214122, 20, 40000, 75, 383
20251108_214122, 20, 40000, 75, 385
20251108_214123, 20, 40000, 75, 382
20251108_214123, 20, 40000, 75, 383
20251108_214123, 20, 40000, 75, 380
20251108_214124, 20, 40000, 75, 384
20251108_214124, 20, 40000, 75, 384
20251108_214124, 20, 40000, 75, 383
20251108_214125, 20, 40000, 75, 380
20251108_214125, 20, 40000, 80, 384
20251108_214126, 20, 40000, 80, 386
20251108_214126, 20, 40000, 80, 386
20251108_214126, 20, 40000, 80, 386
20251108_214127, 20, 40000, 80, 385
20251108_214127, 20, 40000, 80, 383
20251108_214128, 20, 40000, 80, 384
20251108_214128, 20, 40000, 80, 385
20251108_214128, 20, 40000, 80, 383
20251108_214129, 20, 40000, 80, 383
20251108_214129, 20, 40000, 85, 384
20251108_214130, 20, 40000, 85, 384
20251108_214130, 20, 40000, 85, 385
20251108_214130, 20, 40000, 85, 385
20251108_214131, 20, 40000, 85, 384
20251108_214131, 20, 40000, 85, 384
20251108_214132, 20, 40000, 85, 384
20251108_214132, 20, 40000, 85, 382
20251108_214132, 20, 40000, 85, 385
20251108_214133, 20, 40000, 85, 385
20251108_214133, 20, 40000, 90, 382
20251108_214133, 20, 40000, 90, 385
20251108_214134, 20, 40000, 90, 383
20251108_214134, 20, 40000, 90, 385
20251108_214135, 20, 40000, 90, 384
20251108_214135, 20, 40000, 90, 386
20251108_214135, 20, 40000, 90, 384
20251108_214136, 20, 40000, 90, 383
20251108_214136, 20, 40000, 90, 384
20251108_214137, 20, 40000, 90, 385
20251108_214137, 20, 40000, 95, 384
20251108_214137, 20, 40000, 95, 383
20251108_214138, 20, 40000, 95, 387
20251108_214138, 20, 40000, 95, 382
20251108_214139, 20, 40000, 95, 384
20251108_214139, 20, 40000, 95, 383
20251108_214139, 20, 40000, 95, 388
